user_id,event_type,event_date,channel,device,revenue
983,view_product,2026-05-18 02:00:00,referral,tablet,0
983,add_to_cart,2026-05-18 07:00:00,referral,tablet,0
983,purchase,2026-05-18 22:00:00,referral,tablet,99
984,view_product,2026-06-02 07:00:00,search,desktop,0
984,add_to_cart,2026-06-03 22:00:00,search,desktop,0
985,view_product,2026-05-06 22:00:00,organic,desktop,0
986,view_product,2026-05-30 23:00:00,organic,desktop,0
987,view_product,2026-05-14 07:00:00,paid_social,desktop,0
987,add_to_cart,2026-05-15 00:00:00,paid_social,desktop,0
988,view_product,2026-05-12 10:00:00,search,mobile,0
989,view_product,2026-05-04 11:00:00,search,desktop,0
990,view_product,2026-05-05 15:00:00,paid_social,desktop,0
990,add_to_cart,2026-05-05 23:00:00,paid_social,desktop,0
991,view_product,2026-05-28 01:00:00,referral,mobile,0
992,view_product,2026-05-18 00:00:00,paid_social,mobile,0
993,view_product,2026-05-25 15:00:00,email,mobile,0
994,view_product,2026-05-20 02:00:00,search,desktop,0
995,view_product,2026-05-30 19:00:00,organic,mobile,0
996,view_product,2026-05-12 01:00:00,referral,desktop,0
998,view_product,2026-05-14 14:00:00,paid_social,mobile,0
999,view_product,2026-05-30 02:00:00,paid_social,mobile,0
1000,view_product,2026-05-22 07:00:00,email,mobile,0
1001,view_product,2026-05-24 20:00:00,email,mobile,0
1001,add_to_cart,2026-05-25 13:00:00,email,mobile,0
1002,view_product,2026-05-08 19:00:00,referral,mobile,0
1003,view_product,2026-05-19 12:00:00,organic,tablet,0
1004,view_product,2026-05-09 16:00:00,referral,tablet,0
1004,add_to_cart,2026-05-10 12:00:00,referral,tablet,0
1006,view_product,2026-06-03 08:00:00,email,mobile,0
1008,view_product,2026-05-29 19:00:00,search,mobile,0
1008,add_to_cart,2026-05-31 10:00:00,search,mobile,0
1009,view_product,2026-05-26 15:00:00,paid_social,desktop,0
1010,view_product,2026-05-11 22:00:00,paid_social,mobile,0
1010,add_to_cart,2026-05-12 06:00:00,paid_social,mobile,0
1010,purchase,2026-05-12 17:00:00,paid_social,mobile,99
1011,view_product,2026-05-05 19:00:00,organic,mobile,0
1012,view_product,2026-05-08 06:00:00,search,mobile,0
1013,view_product,2026-05-20 20:00:00,organic,desktop,0
1013,add_to_cart,2026-05-22 05:00:00,organic,desktop,0
1014,view_product,2026-05-31 01:00:00,organic,desktop,0
1014,add_to_cart,2026-05-31 02:00:00,organic,desktop,0
1014,purchase,2026-06-01 17:00:00,organic,desktop,199
1015,view_product,2026-05-27 08:00:00,organic,mobile,0
1015,add_to_cart,2026-05-28 03:00:00,organic,mobile,0
1017,view_product,2026-05-06 23:00:00,paid_social,desktop,0
1018,view_product,2026-05-08 15:00:00,paid_social,desktop,0
1019,view_product,2026-05-31 08:00:00,organic,tablet,0
1019,add_to_cart,2026-06-01 04:00:00,organic,tablet,0
1021,view_product,2026-05-23 10:00:00,search,mobile,0
1022,view_product,2026-05-27 09:00:00,organic,desktop,0
1024,view_product,2026-06-01 19:00:00,organic,desktop,0
1024,add_to_cart,2026-06-02 04:00:00,organic,desktop,0
1024,purchase,2026-06-04 04:00:00,organic,desktop,49
1025,view_product,2026-05-08 04:00:00,email,desktop,0
1026,view_product,2026-05-16 10:00:00,paid_social,mobile,0
1027,view_product,2026-05-29 20:00:00,organic,mobile,0
1027,add_to_cart,2026-05-31 11:00:00,organic,mobile,0
1029,view_product,2026-05-29 13:00:00,search,desktop,0
1029,add_to_cart,2026-05-30 01:00:00,search,desktop,0
1029,purchase,2026-05-30 21:00:00,search,desktop,49
1031,view_product,2026-06-01 15:00:00,paid_social,mobile,0
1032,view_product,2026-05-20 04:00:00,organic,mobile,0
1033,view_product,2026-05-24 00:00:00,organic,desktop,0
1033,add_to_cart,2026-05-24 12:00:00,organic,desktop,0
1035,view_product,2026-05-20 08:00:00,search,mobile,0
1036,view_product,2026-06-01 01:00:00,referral,tablet,0
1036,add_to_cart,2026-06-02 12:00:00,referral,tablet,0
1036,purchase,2026-06-05 01:00:00,referral,tablet,99
1038,view_product,2026-05-30 17:00:00,search,mobile,0
1038,add_to_cart,2026-05-30 23:00:00,search,mobile,0
1038,purchase,2026-06-01 21:00:00,search,mobile,99
1039,view_product,2026-05-22 08:00:00,organic,mobile,0
1041,view_product,2026-05-03 05:00:00,organic,mobile,0
1042,view_product,2026-05-03 23:00:00,referral,mobile,0
1042,add_to_cart,2026-05-04 10:00:00,referral,mobile,0
1042,purchase,2026-05-07 06:00:00,referral,mobile,49
1043,view_product,2026-05-13 10:00:00,search,mobile,0
1043,add_to_cart,2026-05-14 09:00:00,search,mobile,0
1044,view_product,2026-05-18 01:00:00,paid_social,mobile,0
1045,view_product,2026-05-26 05:00:00,paid_social,desktop,0
1045,add_to_cart,2026-05-26 22:00:00,paid_social,desktop,0
1046,view_product,2026-05-10 03:00:00,organic,mobile,0
1047,view_product,2026-05-31 16:00:00,organic,desktop,0
1047,add_to_cart,2026-06-01 09:00:00,organic,desktop,0
1048,view_product,2026-05-20 01:00:00,paid_social,desktop,0
1048,add_to_cart,2026-05-21 05:00:00,paid_social,desktop,0
1049,view_product,2026-05-27 20:00:00,email,desktop,0
1050,view_product,2026-05-04 02:00:00,paid_social,mobile,0
1050,add_to_cart,2026-05-04 15:00:00,paid_social,mobile,0
1050,purchase,2026-05-07 01:00:00,paid_social,mobile,49
1051,view_product,2026-06-02 23:00:00,organic,mobile,0
1052,view_product,2026-06-03 23:00:00,paid_social,mobile,0
1053,view_product,2026-05-23 12:00:00,organic,desktop,0
1054,view_product,2026-05-24 20:00:00,search,mobile,0
1055,view_product,2026-05-26 05:00:00,organic,mobile,0
1055,add_to_cart,2026-05-27 17:00:00,organic,mobile,0
1056,view_product,2026-05-16 15:00:00,referral,mobile,0
1056,add_to_cart,2026-05-16 16:00:00,referral,mobile,0
1057,view_product,2026-05-26 19:00:00,email,mobile,0
1060,view_product,2026-06-03 20:00:00,organic,desktop,0
1060,add_to_cart,2026-06-04 21:00:00,organic,desktop,0
1061,view_product,2026-05-10 10:00:00,paid_social,mobile,0
1062,view_product,2026-05-20 08:00:00,search,mobile,0
1063,view_product,2026-05-18 09:00:00,paid_social,mobile,0
1063,add_to_cart,2026-05-20 06:00:00,paid_social,mobile,0
1064,view_product,2026-05-23 02:00:00,organic,mobile,0
1065,view_product,2026-05-28 16:00:00,organic,desktop,0
1065,add_to_cart,2026-05-28 21:00:00,organic,desktop,0
1066,view_product,2026-05-25 08:00:00,organic,desktop,0
1066,add_to_cart,2026-05-27 03:00:00,organic,desktop,0
1067,view_product,2026-05-04 01:00:00,organic,desktop,0
1068,view_product,2026-05-12 11:00:00,organic,mobile,0
1069,view_product,2026-06-03 06:00:00,organic,tablet,0
1070,view_product,2026-05-28 00:00:00,organic,desktop,0
1071,view_product,2026-05-28 21:00:00,search,mobile,0
1071,add_to_cart,2026-05-30 15:00:00,search,mobile,0
1072,view_product,2026-05-14 16:00:00,organic,tablet,0
1073,view_product,2026-05-15 23:00:00,organic,mobile,0
1073,add_to_cart,2026-05-17 15:00:00,organic,mobile,0
1074,view_product,2026-05-16 16:00:00,organic,desktop,0
1075,view_product,2026-05-07 19:00:00,organic,desktop,0
1075,add_to_cart,2026-05-08 16:00:00,organic,desktop,0
1076,view_product,2026-05-05 03:00:00,referral,mobile,0
1076,add_to_cart,2026-05-06 08:00:00,referral,mobile,0
1077,view_product,2026-05-16 01:00:00,email,desktop,0
1080,view_product,2026-05-29 22:00:00,paid_social,desktop,0
1080,add_to_cart,2026-05-30 16:00:00,paid_social,desktop,0
1080,purchase,2026-05-31 19:00:00,paid_social,desktop,199
1081,view_product,2026-05-19 14:00:00,paid_social,tablet,0
1081,add_to_cart,2026-05-20 06:00:00,paid_social,tablet,0
1081,purchase,2026-05-20 20:00:00,paid_social,tablet,49
1082,view_product,2026-05-30 21:00:00,email,desktop,0
1083,view_product,2026-05-19 18:00:00,email,mobile,0
1083,add_to_cart,2026-05-20 06:00:00,email,mobile,0
1084,view_product,2026-05-01 22:00:00,referral,mobile,0
1086,view_product,2026-05-29 01:00:00,organic,mobile,0
1087,view_product,2026-05-26 05:00:00,search,desktop,0
1088,view_product,2026-05-29 16:00:00,paid_social,mobile,0
1088,add_to_cart,2026-05-30 20:00:00,paid_social,mobile,0
1089,view_product,2026-05-08 16:00:00,paid_social,tablet,0
1090,view_product,2026-05-09 21:00:00,search,mobile,0
1091,view_product,2026-05-30 17:00:00,organic,desktop,0
1091,add_to_cart,2026-05-31 12:00:00,organic,desktop,0
1091,purchase,2026-06-02 14:00:00,organic,desktop,199
1092,view_product,2026-05-19 07:00:00,search,mobile,0
1093,view_product,2026-05-26 20:00:00,organic,mobile,0
1093,add_to_cart,2026-05-27 02:00:00,organic,mobile,0
1094,view_product,2026-05-08 08:00:00,search,mobile,0
1095,view_product,2026-05-23 20:00:00,search,mobile,0
1095,add_to_cart,2026-05-24 17:00:00,search,mobile,0
1097,view_product,2026-05-16 03:00:00,referral,mobile,0
1097,add_to_cart,2026-05-16 16:00:00,referral,mobile,0
1099,view_product,2026-05-12 05:00:00,organic,tablet,0
1099,add_to_cart,2026-05-12 23:00:00,organic,tablet,0
1101,view_product,2026-05-08 02:00:00,organic,mobile,0
1101,add_to_cart,2026-05-09 23:00:00,organic,mobile,0
1101,purchase,2026-05-12 07:00:00,organic,mobile,499
1102,view_product,2026-05-14 08:00:00,paid_social,mobile,0
1102,add_to_cart,2026-05-14 09:00:00,paid_social,mobile,0
1103,view_product,2026-05-27 09:00:00,organic,mobile,0
1104,view_product,2026-05-14 07:00:00,email,mobile,0
1105,view_product,2026-05-29 17:00:00,search,desktop,0
1105,add_to_cart,2026-05-30 19:00:00,search,desktop,0
1107,view_product,2026-06-01 15:00:00,paid_social,mobile,0
1107,add_to_cart,2026-06-03 07:00:00,paid_social,mobile,0
1107,purchase,2026-06-06 07:00:00,paid_social,mobile,199
1108,view_product,2026-05-12 06:00:00,referral,mobile,0
1108,add_to_cart,2026-05-12 16:00:00,referral,mobile,0
1109,view_product,2026-05-06 19:00:00,search,mobile,0
1110,view_product,2026-05-09 00:00:00,organic,mobile,0
1111,view_product,2026-05-19 17:00:00,search,desktop,0
1112,view_product,2026-05-04 15:00:00,paid_social,desktop,0
1113,view_product,2026-05-10 15:00:00,organic,mobile,0
1114,view_product,2026-05-25 11:00:00,referral,mobile,0
1115,view_product,2026-05-29 14:00:00,paid_social,desktop,0
1116,view_product,2026-05-24 00:00:00,organic,desktop,0
1117,view_product,2026-05-30 02:00:00,email,mobile,0
1117,add_to_cart,2026-05-31 23:00:00,email,mobile,0
1118,view_product,2026-05-08 16:00:00,organic,desktop,0
1120,view_product,2026-05-27 09:00:00,email,mobile,0
1121,view_product,2026-05-15 18:00:00,organic,tablet,0
1121,add_to_cart,2026-05-16 03:00:00,organic,tablet,0
1122,view_product,2026-05-16 10:00:00,email,mobile,0
1124,view_product,2026-05-15 14:00:00,organic,mobile,0
1124,add_to_cart,2026-05-15 20:00:00,organic,mobile,0
1125,view_product,2026-05-11 12:00:00,paid_social,mobile,0
1126,view_product,2026-05-20 17:00:00,search,mobile,0
1128,view_product,2026-05-18 02:00:00,organic,mobile,0
1129,view_product,2026-05-06 13:00:00,paid_social,desktop,0
1129,add_to_cart,2026-05-07 00:00:00,paid_social,desktop,0
1129,purchase,2026-05-09 14:00:00,paid_social,desktop,49
1130,view_product,2026-05-29 01:00:00,paid_social,desktop,0
1133,view_product,2026-05-23 11:00:00,email,mobile,0
1133,add_to_cart,2026-05-23 20:00:00,email,mobile,0
1133,purchase,2026-05-26 19:00:00,email,mobile,49
1134,view_product,2026-05-22 01:00:00,paid_social,mobile,0
1134,add_to_cart,2026-05-23 10:00:00,paid_social,mobile,0
1134,purchase,2026-05-24 05:00:00,paid_social,mobile,29
1136,view_product,2026-05-01 22:00:00,email,desktop,0
1138,view_product,2026-05-17 12:00:00,email,tablet,0
1138,add_to_cart,2026-05-19 10:00:00,email,tablet,0
1139,view_product,2026-05-06 14:00:00,organic,desktop,0
1139,add_to_cart,2026-05-06 23:00:00,organic,desktop,0
1142,view_product,2026-05-12 19:00:00,search,tablet,0
1142,add_to_cart,2026-05-14 18:00:00,search,tablet,0
1143,view_product,2026-05-13 02:00:00,paid_social,desktop,0
1144,view_product,2026-06-01 05:00:00,organic,mobile,0
1144,add_to_cart,2026-06-01 22:00:00,organic,mobile,0
1145,view_product,2026-05-12 13:00:00,email,desktop,0
1145,add_to_cart,2026-05-14 00:00:00,email,desktop,0
1146,view_product,2026-06-01 00:00:00,search,desktop,0
1147,view_product,2026-05-14 17:00:00,referral,desktop,0
1148,view_product,2026-05-19 02:00:00,referral,desktop,0
1148,add_to_cart,2026-05-20 02:00:00,referral,desktop,0
1149,view_product,2026-05-29 03:00:00,email,mobile,0
1150,view_product,2026-05-12 05:00:00,organic,mobile,0
1151,view_product,2026-05-02 23:00:00,organic,mobile,0
1151,add_to_cart,2026-05-04 04:00:00,organic,mobile,0
1151,purchase,2026-05-04 22:00:00,organic,mobile,49
1152,view_product,2026-05-17 13:00:00,paid_social,mobile,0
1153,view_product,2026-05-20 15:00:00,organic,mobile,0
1153,add_to_cart,2026-05-22 12:00:00,organic,mobile,0
1154,view_product,2026-05-27 18:00:00,organic,desktop,0
1155,view_product,2026-05-30 22:00:00,paid_social,mobile,0
1155,add_to_cart,2026-06-01 16:00:00,paid_social,mobile,0
1155,purchase,2026-06-04 11:00:00,paid_social,mobile,99
1156,view_product,2026-05-23 06:00:00,search,mobile,0
1157,view_product,2026-05-05 19:00:00,email,desktop,0
1157,add_to_cart,2026-05-07 02:00:00,email,desktop,0
1158,view_product,2026-05-08 02:00:00,paid_social,tablet,0
1159,view_product,2026-05-17 04:00:00,search,mobile,0
1160,view_product,2026-05-13 17:00:00,organic,mobile,0
1160,add_to_cart,2026-05-15 16:00:00,organic,mobile,0
1161,view_product,2026-05-16 01:00:00,email,tablet,0
1161,add_to_cart,2026-05-17 13:00:00,email,tablet,0
1162,view_product,2026-05-26 05:00:00,paid_social,desktop,0
1162,add_to_cart,2026-05-27 00:00:00,paid_social,desktop,0
1162,purchase,2026-05-28 23:00:00,paid_social,desktop,99
1163,view_product,2026-05-19 10:00:00,search,tablet,0
1164,view_product,2026-05-30 01:00:00,paid_social,desktop,0
1165,view_product,2026-05-31 13:00:00,organic,mobile,0
1165,add_to_cart,2026-06-01 17:00:00,organic,mobile,0
1166,view_product,2026-05-24 22:00:00,organic,mobile,0
1169,view_product,2026-05-23 09:00:00,organic,desktop,0
1170,view_product,2026-05-31 12:00:00,email,desktop,0
1171,view_product,2026-05-26 09:00:00,search,tablet,0
1172,view_product,2026-05-05 10:00:00,paid_social,mobile,0
1172,add_to_cart,2026-05-06 15:00:00,paid_social,mobile,0
1174,view_product,2026-06-01 11:00:00,referral,desktop,0
1175,view_product,2026-05-22 11:00:00,search,desktop,0
1176,view_product,2026-05-19 05:00:00,organic,mobile,0
1177,view_product,2026-05-23 17:00:00,organic,mobile,0
1179,view_product,2026-05-15 15:00:00,search,tablet,0
1180,view_product,2026-05-29 21:00:00,paid_social,desktop,0
1181,view_product,2026-05-13 03:00:00,paid_social,mobile,0
1183,view_product,2026-05-29 12:00:00,search,mobile,0
1183,add_to_cart,2026-05-31 08:00:00,search,mobile,0
1183,purchase,2026-06-02 03:00:00,search,mobile,199
1184,view_product,2026-05-06 21:00:00,email,mobile,0
1184,add_to_cart,2026-05-08 17:00:00,email,mobile,0
1185,view_product,2026-05-01 12:00:00,paid_social,tablet,0
1186,view_product,2026-05-04 10:00:00,paid_social,desktop,0
1188,view_product,2026-05-29 21:00:00,referral,mobile,0
1188,add_to_cart,2026-05-29 22:00:00,referral,mobile,0
1189,view_product,2026-05-21 14:00:00,email,desktop,0
1190,view_product,2026-05-18 11:00:00,referral,mobile,0
1191,view_product,2026-05-30 13:00:00,paid_social,mobile,0
1192,view_product,2026-05-11 02:00:00,organic,mobile,0
1192,add_to_cart,2026-05-12 00:00:00,organic,mobile,0
1192,purchase,2026-05-13 00:00:00,organic,mobile,299
1193,view_product,2026-05-28 21:00:00,search,tablet,0
1194,view_product,2026-05-23 19:00:00,organic,mobile,0
1194,add_to_cart,2026-05-25 00:00:00,organic,mobile,0
1196,view_product,2026-05-21 22:00:00,email,mobile,0
1196,add_to_cart,2026-05-22 07:00:00,email,mobile,0
1197,view_product,2026-05-14 22:00:00,organic,mobile,0
1198,view_product,2026-06-01 00:00:00,search,desktop,0
1199,view_product,2026-05-07 01:00:00,organic,mobile,0
1199,add_to_cart,2026-05-08 03:00:00,organic,mobile,0
1200,view_product,2026-05-22 09:00:00,organic,mobile,0
1201,view_product,2026-06-02 18:00:00,organic,desktop,0
1201,add_to_cart,2026-06-03 12:00:00,organic,desktop,0
1204,view_product,2026-05-16 19:00:00,email,mobile,0
1205,view_product,2026-05-15 02:00:00,organic,mobile,0
1206,view_product,2026-05-09 07:00:00,organic,mobile,0
1207,view_product,2026-05-06 19:00:00,organic,desktop,0
1209,view_product,2026-05-19 11:00:00,paid_social,desktop,0
1210,view_product,2026-05-08 11:00:00,search,desktop,0
1210,add_to_cart,2026-05-08 14:00:00,search,desktop,0
1210,purchase,2026-05-11 05:00:00,search,desktop,99
1211,view_product,2026-06-01 00:00:00,paid_social,tablet,0
1211,add_to_cart,2026-06-02 04:00:00,paid_social,tablet,0
1213,view_product,2026-05-29 17:00:00,organic,mobile,0
1213,add_to_cart,2026-05-30 22:00:00,organic,mobile,0
1214,view_product,2026-05-18 07:00:00,referral,desktop,0
1215,view_product,2026-05-22 21:00:00,search,mobile,0
1215,add_to_cart,2026-05-23 11:00:00,search,mobile,0
1216,view_product,2026-05-21 09:00:00,search,desktop,0
1218,view_product,2026-05-07 00:00:00,referral,desktop,0
1218,add_to_cart,2026-05-08 08:00:00,referral,desktop,0
1219,view_product,2026-05-06 10:00:00,organic,mobile,0
1219,add_to_cart,2026-05-07 00:00:00,organic,mobile,0
1219,purchase,2026-05-08 21:00:00,organic,mobile,199
1220,view_product,2026-05-23 12:00:00,paid_social,tablet,0
1220,add_to_cart,2026-05-23 21:00:00,paid_social,tablet,0
1221,view_product,2026-05-21 14:00:00,organic,desktop,0
1222,view_product,2026-05-11 20:00:00,referral,tablet,0
1222,add_to_cart,2026-05-13 09:00:00,referral,tablet,0
1223,view_product,2026-05-04 09:00:00,organic,desktop,0
1223,add_to_cart,2026-05-04 16:00:00,organic,desktop,0
1223,purchase,2026-05-04 21:00:00,organic,desktop,99
1224,view_product,2026-05-21 21:00:00,paid_social,mobile,0
1224,add_to_cart,2026-05-22 13:00:00,paid_social,mobile,0
1224,purchase,2026-05-25 11:00:00,paid_social,mobile,99
1225,view_product,2026-05-17 07:00:00,referral,mobile,0
1225,add_to_cart,2026-05-17 15:00:00,referral,mobile,0
1225,purchase,2026-05-19 18:00:00,referral,mobile,99
1226,view_product,2026-05-27 00:00:00,search,mobile,0
1226,add_to_cart,2026-05-28 20:00:00,search,mobile,0
1229,view_product,2026-05-08 17:00:00,referral,desktop,0
1230,view_product,2026-05-06 18:00:00,email,desktop,0
1231,view_product,2026-06-02 23:00:00,paid_social,mobile,0
1232,view_product,2026-05-14 12:00:00,search,desktop,0
1232,add_to_cart,2026-05-15 04:00:00,search,desktop,0
1234,view_product,2026-05-05 22:00:00,search,desktop,0
1234,add_to_cart,2026-05-06 22:00:00,search,desktop,0
1235,view_product,2026-05-15 14:00:00,organic,desktop,0
1237,view_product,2026-05-17 00:00:00,referral,desktop,0
1238,view_product,2026-05-03 05:00:00,paid_social,desktop,0
1238,add_to_cart,2026-05-04 17:00:00,paid_social,desktop,0
1238,purchase,2026-05-05 18:00:00,paid_social,desktop,99
1240,view_product,2026-05-27 23:00:00,search,tablet,0
1241,view_product,2026-05-12 03:00:00,organic,tablet,0
1243,view_product,2026-05-29 11:00:00,paid_social,desktop,0
1244,view_product,2026-05-07 16:00:00,paid_social,tablet,0
1245,view_product,2026-05-16 17:00:00,search,desktop,0
1246,view_product,2026-05-30 18:00:00,paid_social,mobile,0
1247,view_product,2026-05-29 05:00:00,organic,mobile,0
1248,view_product,2026-05-21 16:00:00,paid_social,desktop,0
1248,add_to_cart,2026-05-21 20:00:00,paid_social,desktop,0
1249,view_product,2026-05-18 15:00:00,email,mobile,0
1251,view_product,2026-05-03 02:00:00,organic,mobile,0
1252,view_product,2026-05-31 16:00:00,paid_social,mobile,0
1253,view_product,2026-05-13 16:00:00,email,mobile,0
1253,add_to_cart,2026-05-14 12:00:00,email,mobile,0
1254,view_product,2026-05-25 04:00:00,referral,desktop,0
1254,add_to_cart,2026-05-26 11:00:00,referral,desktop,0
1254,purchase,2026-05-26 18:00:00,referral,desktop,49
1255,view_product,2026-05-10 17:00:00,paid_social,desktop,0
1255,add_to_cart,2026-05-11 08:00:00,paid_social,desktop,0
1255,purchase,2026-05-12 04:00:00,paid_social,desktop,29
1256,view_product,2026-05-08 15:00:00,referral,mobile,0
1257,view_product,2026-05-23 04:00:00,paid_social,mobile,0
1259,view_product,2026-05-03 13:00:00,organic,mobile,0
1261,view_product,2026-05-12 06:00:00,email,desktop,0
1262,view_product,2026-05-27 20:00:00,organic,desktop,0
1263,view_product,2026-05-22 06:00:00,organic,desktop,0
1264,view_product,2026-05-30 22:00:00,search,mobile,0
1264,add_to_cart,2026-05-31 07:00:00,search,mobile,0
1264,purchase,2026-06-02 16:00:00,search,mobile,99
1266,view_product,2026-05-01 07:00:00,organic,desktop,0
1266,add_to_cart,2026-05-01 20:00:00,organic,desktop,0
1266,purchase,2026-05-02 13:00:00,organic,desktop,99
1267,view_product,2026-05-10 13:00:00,search,desktop,0
1267,add_to_cart,2026-05-11 02:00:00,search,desktop,0
1267,purchase,2026-05-11 10:00:00,search,desktop,49
1268,view_product,2026-05-10 14:00:00,paid_social,mobile,0
1269,view_product,2026-05-16 03:00:00,paid_social,mobile,0
1270,view_product,2026-05-10 21:00:00,search,desktop,0
1270,add_to_cart,2026-05-11 08:00:00,search,desktop,0
1271,view_product,2026-05-18 21:00:00,search,mobile,0
1272,view_product,2026-05-24 12:00:00,referral,desktop,0
1273,view_product,2026-05-19 18:00:00,search,desktop,0
1274,view_product,2026-05-10 00:00:00,search,mobile,0
1274,add_to_cart,2026-05-12 00:00:00,search,mobile,0
1275,view_product,2026-05-15 12:00:00,referral,desktop,0
1275,add_to_cart,2026-05-15 22:00:00,referral,desktop,0
1277,view_product,2026-05-29 13:00:00,search,mobile,0
1278,view_product,2026-05-19 12:00:00,email,desktop,0
1279,view_product,2026-05-29 12:00:00,email,desktop,0
1280,view_product,2026-05-13 12:00:00,search,desktop,0
1280,add_to_cart,2026-05-14 14:00:00,search,desktop,0
1281,view_product,2026-05-28 12:00:00,organic,mobile,0
1281,add_to_cart,2026-05-28 16:00:00,organic,mobile,0
1282,view_product,2026-05-12 09:00:00,organic,mobile,0
1283,view_product,2026-05-16 12:00:00,search,desktop,0
1284,view_product,2026-05-23 06:00:00,email,mobile,0
1285,view_product,2026-05-25 00:00:00,organic,mobile,0
1285,add_to_cart,2026-05-26 15:00:00,organic,mobile,0
1286,view_product,2026-05-27 05:00:00,paid_social,tablet,0
1286,add_to_cart,2026-05-28 09:00:00,paid_social,tablet,0
1287,view_product,2026-05-14 04:00:00,paid_social,desktop,0
1287,add_to_cart,2026-05-15 07:00:00,paid_social,desktop,0
1289,view_product,2026-05-15 17:00:00,organic,mobile,0
1290,view_product,2026-05-10 03:00:00,search,desktop,0
1292,view_product,2026-05-11 17:00:00,search,mobile,0
1294,view_product,2026-05-31 19:00:00,email,mobile,0
1294,add_to_cart,2026-06-02 11:00:00,email,mobile,0
1295,view_product,2026-05-20 23:00:00,organic,desktop,0
1295,add_to_cart,2026-05-22 21:00:00,organic,desktop,0
1295,purchase,2026-05-24 22:00:00,organic,desktop,49
1296,view_product,2026-05-18 07:00:00,organic,desktop,0
1297,view_product,2026-05-21 14:00:00,referral,mobile,0
1298,view_product,2026-05-31 21:00:00,organic,mobile,0
1298,add_to_cart,2026-06-02 08:00:00,organic,mobile,0
1298,purchase,2026-06-03 16:00:00,organic,mobile,49
1299,view_product,2026-05-22 22:00:00,paid_social,mobile,0
1299,add_to_cart,2026-05-23 04:00:00,paid_social,mobile,0
1300,view_product,2026-05-07 16:00:00,email,mobile,0
1301,view_product,2026-05-12 08:00:00,paid_social,tablet,0
1301,add_to_cart,2026-05-13 14:00:00,paid_social,tablet,0
1302,view_product,2026-06-03 18:00:00,referral,mobile,0
1303,view_product,2026-05-14 12:00:00,email,mobile,0
1305,view_product,2026-05-08 23:00:00,paid_social,mobile,0
1307,view_product,2026-05-07 11:00:00,search,mobile,0
1308,view_product,2026-05-30 15:00:00,email,mobile,0
1309,view_product,2026-05-23 23:00:00,paid_social,mobile,0
1310,view_product,2026-05-14 13:00:00,referral,mobile,0
1310,add_to_cart,2026-05-15 07:00:00,referral,mobile,0
1310,purchase,2026-05-16 06:00:00,referral,mobile,49
1311,view_product,2026-05-06 22:00:00,paid_social,desktop,0
1312,view_product,2026-05-05 09:00:00,email,desktop,0
1314,view_product,2026-05-24 19:00:00,search,mobile,0
1314,add_to_cart,2026-05-25 19:00:00,search,mobile,0
1315,view_product,2026-06-01 05:00:00,paid_social,mobile,0
1315,add_to_cart,2026-06-01 21:00:00,paid_social,mobile,0
1315,purchase,2026-06-03 09:00:00,paid_social,mobile,29
1316,view_product,2026-05-18 18:00:00,paid_social,mobile,0
1317,view_product,2026-05-06 03:00:00,email,mobile,0
1318,view_product,2026-05-15 08:00:00,paid_social,mobile,0
1319,view_product,2026-05-18 05:00:00,paid_social,desktop,0
1321,view_product,2026-05-14 09:00:00,email,mobile,0
1321,add_to_cart,2026-05-14 13:00:00,email,mobile,0
1322,view_product,2026-06-04 14:00:00,referral,mobile,0
1322,add_to_cart,2026-06-06 10:00:00,referral,mobile,0
1323,view_product,2026-05-13 21:00:00,organic,tablet,0
1324,view_product,2026-05-11 11:00:00,search,desktop,0
1325,view_product,2026-05-06 02:00:00,organic,desktop,0
1325,add_to_cart,2026-05-07 14:00:00,organic,desktop,0
1327,view_product,2026-05-11 05:00:00,email,desktop,0
1327,add_to_cart,2026-05-13 00:00:00,email,desktop,0
1329,view_product,2026-05-25 14:00:00,email,mobile,0
1329,add_to_cart,2026-05-27 10:00:00,email,mobile,0
1330,view_product,2026-05-04 03:00:00,paid_social,mobile,0
1331,view_product,2026-05-19 20:00:00,organic,desktop,0
1332,view_product,2026-05-12 16:00:00,search,desktop,0
1333,view_product,2026-05-15 04:00:00,paid_social,mobile,0
1333,add_to_cart,2026-05-16 09:00:00,paid_social,mobile,0
1334,view_product,2026-05-20 12:00:00,organic,desktop,0
1335,view_product,2026-05-06 14:00:00,paid_social,desktop,0
1335,add_to_cart,2026-05-07 08:00:00,paid_social,desktop,0
1336,view_product,2026-05-17 20:00:00,search,mobile,0
1340,view_product,2026-05-16 10:00:00,organic,mobile,0
1341,view_product,2026-05-16 01:00:00,referral,desktop,0
1341,add_to_cart,2026-05-16 11:00:00,referral,desktop,0
1342,view_product,2026-05-21 04:00:00,paid_social,mobile,0
1342,add_to_cart,2026-05-21 16:00:00,paid_social,mobile,0
1343,view_product,2026-05-23 03:00:00,organic,mobile,0
1344,view_product,2026-05-20 18:00:00,search,mobile,0
1345,view_product,2026-05-04 12:00:00,email,mobile,0
1346,view_product,2026-05-24 15:00:00,organic,mobile,0
1348,view_product,2026-05-10 12:00:00,paid_social,mobile,0
1349,view_product,2026-05-07 16:00:00,email,desktop,0
1350,view_product,2026-05-17 00:00:00,email,mobile,0
1351,view_product,2026-05-29 20:00:00,organic,desktop,0
1352,view_product,2026-05-31 04:00:00,organic,desktop,0
